"Ind";"Anchor";"Compound";"DoseAnchor(M)";"DoseCompound(M)";"plate";"row";"col";"Viability"
"ind";Dasatinib;Veliparib (ABT-888);0;1e-05;1;1;2;66.088141252358
"ind";Dasatinib;Veliparib (ABT-888);0;3e-06;1;1;13;65.7625495720386
"ind";Dasatinib;Veliparib (ABT-888);0;1e-06;2;1;2;80.0470962889269
"ind";Dasatinib;Veliparib (ABT-888);0;3e-07;2;1;13;92.1235273593677
"ind";Dasatinib;Veliparib (ABT-888);0;1e-07;3;1;2;95.5895354302909
"ind";Dasatinib;Veliparib (ABT-888);0;1e-08;3;1;13;103.739284370396
"ind";Dasatinib;DMSO;0;0;3;1;1;93.5797701691143
"ind";Dasatinib;Veliparib (ABT-888);1e-08;1e-05;13;1;2;47.8287872332216
"ind";Dasatinib;Veliparib (ABT-888);1e-08;3e-06;13;1;13;51.3790973294263
"ind";Dasatinib;Veliparib (ABT-888);1e-08;1e-06;14;1;2;65.211599328073
"ind";Dasatinib;Veliparib (ABT-888);1e-08;3e-07;14;1;13;83.9173558039165
"ind";Dasatinib;Veliparib (ABT-888);1e-08;1e-07;15;1;2;70.8057356907476
"ind";Dasatinib;Veliparib (ABT-888);1e-08;1e-08;15;1;13;83.5330182240899
"ind";Dasatinib;DMSO;1e-08;0;15;1;1;84.0131083011358
"ind";Dasatinib;Veliparib (ABT-888);1e-07;1e-05;16;1;2;38.1304034507408
"ind";Dasatinib;Veliparib (ABT-888);1e-07;3e-06;16;1;13;44.1656319063252
"ind";Dasatinib;Veliparib (ABT-888);1e-07;1e-06;17;1;2;47.3408975593485
"ind";Dasatinib;Veliparib (ABT-888);1e-07;3e-07;17;1;13;63.1631264932805
"ind";Dasatinib;Veliparib (ABT-888);1e-07;1e-07;18;1;2;59.8242352557542
"ind";Dasatinib;Veliparib (ABT-888);1e-07;1e-08;18;1;13;68.6404348524155
"ind";Dasatinib;DMSO;1e-07;0;18;1;1;67.4483411543652
"ind";Dasatinib;Veliparib (ABT-888);1e-06;1e-05;19;1;2;36.1665645389671
"ind";Dasatinib;Veliparib (ABT-888);1e-06;3e-06;19;1;13;35.4257687892495
"ind";Dasatinib;Veliparib (ABT-888);1e-06;1e-06;20;1;2;41.2276731354919
"ind";Dasatinib;Veliparib (ABT-888);1e-06;3e-07;20;1;13;46.7544342574888
"ind";Dasatinib;Veliparib (ABT-888);1e-06;1e-07;21;1;2;45.8420473775723
"ind";Dasatinib;Veliparib (ABT-888);1e-06;1e-08;21;1;13;51.1361481857018
"ind";Dasatinib;DMSO;1e-06;0;21;1;1;46.7894079815598
"ind";Dasatinib;Erlotinib HCl (OSI-744);0;1e-05;1;1;3;32.8704881095561
"ind";Dasatinib;Erlotinib HCl (OSI-744);0;3e-06;1;1;14;65.3247764565021
"ind";Dasatinib;Erlotinib HCl (OSI-744);0;1e-06;2;1;3;93.2868289287046
"ind";Dasatinib;Erlotinib HCl (OSI-744);0;3e-07;2;1;14;91.6598662203195
"ind";Dasatinib;Erlotinib HCl (OSI-744);0;1e-07;3;1;3;91.4215636449175
"ind";Dasatinib;Erlotinib HCl (OSI-744);0;1e-08;3;1;14;102.771470568346
"ind";Dasatinib;Erlotinib HCl (OSI-744);1e-08;1e-05;13;1;3;25.5395308874406
"ind";Dasatinib;Erlotinib HCl (OSI-744);1e-08;3e-06;13;1;14;43.422180974709
"ind";Dasatinib;Erlotinib HCl (OSI-744);1e-08;1e-06;14;1;3;74.9328840544296
