"Ind";"Anchor";"Compound";"DoseAnchor(M)";"DoseCompound(M)";"plate";"row";"col";"Viability"
"ind";Dinaciclib;Veliparib (ABT-888);0;1e-05;1;1;2;68.9770620166444
"ind";Dinaciclib;Veliparib (ABT-888);0;3e-06;1;1;13;73.5847310065683
"ind";Dinaciclib;Veliparib (ABT-888);0;1e-06;2;1;2;83.5169560750757
"ind";Dinaciclib;Veliparib (ABT-888);0;3e-07;2;1;13;97.0447895280959
"ind";Dinaciclib;Veliparib (ABT-888);0;1e-07;3;1;2;94.0800625684708
"ind";Dinaciclib;Veliparib (ABT-888);0;1e-08;3;1;13;102.876285334833
"ind";Dinaciclib;DMSO;0;0;3;1;1;97.0470306122349
"ind";Dinaciclib;Veliparib (ABT-888);1e-09;1e-05;13;1;2;68.4394616591103
"ind";Dinaciclib;Veliparib (ABT-888);1e-09;3e-06;13;1;13;70.5259434720629
"ind";Dinaciclib;Veliparib (ABT-888);1e-09;1e-06;14;1;2;81.6136585308817
"ind";Dinaciclib;Veliparib (ABT-888);1e-09;3e-07;14;1;13;87.8806392091636
"ind";Dinaciclib;Veliparib (ABT-888);1e-09;1e-07;15;1;2;93.1150322504999
"ind";Dinaciclib;Veliparib (ABT-888);1e-09;1e-08;15;1;13;103.633187143193
"ind";Dinaciclib;DMSO;1e-09;0;15;1;1;102.414297207382
"ind";Dinaciclib;Veliparib (ABT-888);1.5e-08;1e-05;16;1;2;34.4937277251664
"ind";Dinaciclib;Veliparib (ABT-888);1.5e-08;3e-06;16;1;13;48.6966146962503
"ind";Dinaciclib;Veliparib (ABT-888);1.5e-08;1e-06;17;1;2;43.3801135287754
"ind";Dinaciclib;Veliparib (ABT-888);1.5e-08;3e-07;17;1;13;48.6643950518161
"ind";Dinaciclib;Veliparib (ABT-888);1.5e-08;1e-07;18;1;2;35.7942061154314
"ind";Dinaciclib;Veliparib (ABT-888);1.5e-08;1e-08;18;1;13;42.7060993540806
"ind";Dinaciclib;DMSO;1.5e-08;0;18;1;1;53.338582017346
"ind";Dinaciclib;Veliparib (ABT-888);5e-08;1e-05;19;1;2;21.0357901137009
"ind";Dinaciclib;Veliparib (ABT-888);5e-08;3e-06;19;1;13;28.3234059801869
"ind";Dinaciclib;Veliparib (ABT-888);5e-08;1e-06;20;1;2;25.2864446564272
"ind";Dinaciclib;Veliparib (ABT-888);5e-08;3e-07;20;1;13;35.7297668265632
"ind";Dinaciclib;Veliparib (ABT-888);5e-08;1e-07;21;1;2;29.4064017705214
"ind";Dinaciclib;Veliparib (ABT-888);5e-08;1e-08;21;1;13;33.119975627398
"ind";Dinaciclib;DMSO;5e-08;0;21;1;1;33.9701260236314
"ind";Dinaciclib;Erlotinib HCl (OSI-744);0;1e-05;1;1;3;59.7986207263906
"ind";Dinaciclib;Erlotinib HCl (OSI-744);0;3e-06;1;1;14;68.4646657358048
"ind";Dinaciclib;Erlotinib HCl (OSI-744);0;1e-06;2;1;3;81.8443927587648
"ind";Dinaciclib;Erlotinib HCl (OSI-744);0;3e-07;2;1;14;87.7509811239004
"ind";Dinaciclib;Erlotinib HCl (OSI-744);0;1e-07;3;1;3;98.4419268516633
"ind";Dinaciclib;Erlotinib HCl (OSI-744);0;1e-08;3;1;14;104.238084983859
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1e-09;1e-05;13;1;3;62.3486496818472
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1e-09;3e-06;13;1;14;69.3618788989586
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1e-09;1e-06;14;1;3;72.4754917961705
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1e-09;3e-07;14;1;14;85.2874775039
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1e-09;1e-07;15;1;3;90.6840081107758
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1e-09;1e-08;15;1;14;99.676666773849
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1.5e-08;1e-05;16;1;3;22.5997420479676
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1.5e-08;3e-06;16;1;14;30.6263310497011
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1.5e-08;1e-06;17;1;3;28.8615260094054
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1.5e-08;3e-07;17;1;14;47.8989186606632
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1.5e-08;1e-07;18;1;3;35.0222338282232
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1.5e-08;1e-08;18;1;14;45.5177830026435
"ind";Dinaciclib;Erlotinib HCl (OSI-744);5e-08;1e-05;19;1;3;23.1734595875691
"ind";Dinaciclib;Erlotinib HCl (OSI-744);5e-08;3e-06;19;1;14;28.4411116167084
"ind";Dinaciclib;Erlotinib HCl (OSI-744);5e-08;1e-06;20;1;3;22.5194527727245
"ind";Dinaciclib;Erlotinib HCl (OSI-744);5e-08;3e-07;20;1;14;31.6376121475855
"ind";Dinaciclib;Erlotinib HCl (OSI-744);5e-08;1e-07;21;1;3;27.3206994650954
"ind";Dinaciclib;Erlotinib HCl (OSI-744);5e-08;1e-08;21;1;14;31.0337536502876
"ind";Dinaciclib;Vandetanib (ZD6474);0;1e-05;1;1;4;54.0297453576267
"ind";Dinaciclib;Vandetanib (ZD6474);0;3e-06;1;1;15;69.5575352881433
"ind";Dinaciclib;Vandetanib (ZD6474);0;1e-06;2;1;4;91.7745391405345
"ind";Dinaciclib;Vandetanib (ZD6474);0;3e-07;2;1;15;103.232520274504
"ind";Dinaciclib;Vandetanib (ZD6474);0;1e-07;3;1;4;98.3535826653116
"ind";Dinaciclib;Vandetanib (ZD6474);0;1e-08;3;1;15;107.035477661101
"ind";Dinaciclib;Vandetanib (ZD6474);1e-09;1e-05;13;1;4;50.4364754956937
"ind";Dinaciclib;Vandetanib (ZD6474);1e-09;3e-06;13;1;15;63.975481889929
"ind";Dinaciclib;Vandetanib (ZD6474);1e-09;1e-06;14;1;4;82.9081606967758
"ind";Dinaciclib;Vandetanib (ZD6474);1e-09;3e-07;14;1;15;95.2261984684626
"ind";Dinaciclib;Vandetanib (ZD6474);1e-09;1e-07;15;1;4;99.144263133159
"ind";Dinaciclib;Vandetanib (ZD6474);1e-09;1e-08;15;1;15;106.828648330701
"ind";Dinaciclib;Vandetanib (ZD6474);1.5e-08;1e-05;16;1;4;26.0467243307359
"ind";Dinaciclib;Vandetanib (ZD6474);1.5e-08;3e-06;16;1;15;41.9692049055708
"ind";Dinaciclib;Vandetanib (ZD6474);1.5e-08;1e-06;17;1;4;41.7816034274946
"ind";Dinaciclib;Vandetanib (ZD6474);1.5e-08;3e-07;17;1;15;54.4971900377639
"ind";Dinaciclib;Vandetanib (ZD6474);1.5e-08;1e-07;18;1;4;38.015023058807
"ind";Dinaciclib;Vandetanib (ZD6474);1.5e-08;1e-08;18;1;15;44.3602143255944
"ind";Dinaciclib;Vandetanib (ZD6474);5e-08;1e-05;19;1;4;18.5146029367296
"ind";Dinaciclib;Vandetanib (ZD6474);5e-08;3e-06;19;1;15;28.7001679513925
"ind";Dinaciclib;Vandetanib (ZD6474);5e-08;1e-06;20;1;4;25.1778332743831
"ind";Dinaciclib;Vandetanib (ZD6474);5e-08;3e-07;20;1;15;34.2258369718471
"ind";Dinaciclib;Vandetanib (ZD6474);5e-08;1e-07;21;1;4;30.8438136496315
"ind";Dinaciclib;Vandetanib (ZD6474);5e-08;1e-08;21;1;15;31.3148960315597
"ind";Dinaciclib;Vatalanib (PTK787) 2HCl;0;1e-05;1;1;5;89.5461869577348
"ind";Dinaciclib;Vatalanib (PTK787) 2HCl;0;3e-06;1;1;16;96.3557048745529
"ind";Dinaciclib;Vatalanib (PTK787) 2HCl;0;1e-06;2;1;5;114.439759820739
"ind";Dinaciclib;Vatalanib (PTK787) 2HCl;0;3e-07;2;1;16;102.603457700511
"ind";Dinaciclib;Vatalanib (PTK787) 2HCl;0;1e-07;3;1;5;106.023936727374
