"Ind";"Anchor";"Compound";"DoseAnchor(M)";"DoseCompound(M)";"plate";"row";"col";"Viability"
"ind";FOLFOX;Veliparib (ABT-888);0;1e-05;1;1;2;55.1915539774627
"ind";FOLFOX;Veliparib (ABT-888);0;3e-06;1;1;13;54.618743241502
"ind";FOLFOX;Veliparib (ABT-888);0;1e-06;2;1;2;74.4074621972641
"ind";FOLFOX;Veliparib (ABT-888);0;3e-07;2;1;13;76.9051257753414
"ind";FOLFOX;Veliparib (ABT-888);0;1e-07;3;1;2;85.5346043251125
"ind";FOLFOX;Veliparib (ABT-888);0;1e-08;3;1;13;86.2107558589959
"ind";FOLFOX;DMSO;0;0;3;1;1;83.0313626926019
"ind";FOLFOX;Veliparib (ABT-888);1e-05;1e-05;4;1;2;35.2509553641475
"ind";FOLFOX;Veliparib (ABT-888);1e-05;3e-06;4;1;13;32.2809512703122
"ind";FOLFOX;Veliparib (ABT-888);1e-05;1e-06;5;1;2;48.6022733018331
"ind";FOLFOX;Veliparib (ABT-888);1e-05;3e-07;5;1;13;48.3927211282675
"ind";FOLFOX;Veliparib (ABT-888);1e-05;1e-07;6;1;2;48.2747664801335
"ind";FOLFOX;Veliparib (ABT-888);1e-05;1e-08;6;1;13;52.608294991005
"ind";FOLFOX;DMSO;1e-05;0;6;1;1;50.2275748348195
"ind";FOLFOX;Veliparib (ABT-888);5e-05;1e-05;7;1;2;28.0839056819498
"ind";FOLFOX;Veliparib (ABT-888);5e-05;3e-06;7;1;13;27.371480484149
"ind";FOLFOX;Veliparib (ABT-888);5e-05;1e-06;8;1;2;32.9594514586939
"ind";FOLFOX;Veliparib (ABT-888);5e-05;3e-07;8;1;13;36.5539366874512
"ind";FOLFOX;Veliparib (ABT-888);5e-05;1e-07;9;1;2;33.5640995111863
"ind";FOLFOX;Veliparib (ABT-888);5e-05;1e-08;9;1;13;38.2115648399898
"ind";FOLFOX;DMSO;5e-05;0;9;1;1;34.2725776646219
"ind";FOLFOX;Veliparib (ABT-888);1e-04;1e-05;10;1;2;22.0332497712508
"ind";FOLFOX;Veliparib (ABT-888);1e-04;3e-06;10;1;13;23.3492791751003
"ind";FOLFOX;Veliparib (ABT-888);1e-04;1e-06;11;1;2;27.5293622587532
"ind";FOLFOX;Veliparib (ABT-888);1e-04;3e-07;11;1;13;27.6744569144225
"ind";FOLFOX;Veliparib (ABT-888);1e-04;1e-07;12;1;2;28.8777509023563
"ind";FOLFOX;Veliparib (ABT-888);1e-04;1e-08;12;1;13;32.9897230055601
"ind";FOLFOX;DMSO;1e-04;0;12;1;1;28.8166206449992
"ind";FOLFOX;Erlotinib HCl (OSI-744);0;1e-05;1;1;3;34.6998044418928
"ind";FOLFOX;Erlotinib HCl (OSI-744);0;3e-06;1;1;14;48.8105206673441
"ind";FOLFOX;Erlotinib HCl (OSI-744);0;1e-06;2;1;3;85.6507322419701
"ind";FOLFOX;Erlotinib HCl (OSI-744);0;3e-07;2;1;14;87.0721901366297
"ind";FOLFOX;Erlotinib HCl (OSI-744);0;1e-07;3;1;3;82.717523735274
"ind";FOLFOX;Erlotinib HCl (OSI-744);0;1e-08;3;1;14;90.9359877478524
"ind";FOLFOX;Erlotinib HCl (OSI-744);1e-05;1e-05;4;1;3;21.3234341895593
"ind";FOLFOX;Erlotinib HCl (OSI-744);1e-05;3e-06;4;1;14;32.5557438466068
"ind";FOLFOX;Erlotinib HCl (OSI-744);1e-05;1e-06;5;1;3;54.6482319035355
"ind";FOLFOX;Erlotinib HCl (OSI-744);1e-05;3e-07;5;1;14;52.844465248884
"ind";FOLFOX;Erlotinib HCl (OSI-744);1e-05;1e-07;6;1;3;54.0266213463336
"ind";FOLFOX;Erlotinib HCl (OSI-744);1e-05;1e-08;6;1;14;57.4843626909709
"ind";FOLFOX;Erlotinib HCl (OSI-744);5e-05;1e-05;7;1;3;21.6459827406515
