"Ind";"Anchor";"Compound";"DoseAnchor(M)";"DoseCompound(M)";"plate";"row";"col";"Viability"
"ind";Dinaciclib;Veliparib (ABT-888);0;1e-05;1;1;2;65.4831990175311
"ind";Dinaciclib;Veliparib (ABT-888);0;3e-06;1;1;13;82.6402089509265
"ind";Dinaciclib;Veliparib (ABT-888);0;1e-06;2;1;2;89.9069533767962
"ind";Dinaciclib;Veliparib (ABT-888);0;3e-07;2;1;13;104.084591044373
"ind";Dinaciclib;Veliparib (ABT-888);0;1e-07;3;1;2;25.1638966174747
"ind";Dinaciclib;Veliparib (ABT-888);0;1e-08;3;1;13;31.4733214442058
"ind";Dinaciclib;DMSO;0;0;3;1;1;104.219357340753
"ind";Dinaciclib;Veliparib (ABT-888);1e-09;1e-05;13;1;2;17.6919619117012
"ind";Dinaciclib;Veliparib (ABT-888);1e-09;3e-06;13;1;13;18.5378723554281
"ind";Dinaciclib;Veliparib (ABT-888);1e-09;1e-06;14;1;2;20.090079237999
"ind";Dinaciclib;Veliparib (ABT-888);1e-09;3e-07;14;1;13;22.2945232645938
"ind";Dinaciclib;Veliparib (ABT-888);1e-09;1e-07;15;1;2;17.8365117652416
"ind";Dinaciclib;Veliparib (ABT-888);1e-09;1e-08;15;1;13;18.4694755954602
"ind";Dinaciclib;DMSO;1e-09;0;15;1;1;20.487855755699
"ind";Dinaciclib;Veliparib (ABT-888);1.5e-08;1e-05;16;1;2;18.9736372797598
"ind";Dinaciclib;Veliparib (ABT-888);1.5e-08;3e-06;16;1;13;19.2373526223165
"ind";Dinaciclib;Veliparib (ABT-888);1.5e-08;1e-06;17;1;2;21.7198494566159
"ind";Dinaciclib;Veliparib (ABT-888);1.5e-08;3e-07;17;1;13;20.0811477023331
"ind";Dinaciclib;Veliparib (ABT-888);1.5e-08;1e-07;18;1;2;17.9709548810549
"ind";Dinaciclib;Veliparib (ABT-888);1.5e-08;1e-08;18;1;13;20.6953082995708
"ind";Dinaciclib;DMSO;1.5e-08;0;18;1;1;19.7436296703264
"ind";Dinaciclib;Veliparib (ABT-888);5e-08;1e-05;19;1;2;19.5292728143445
"ind";Dinaciclib;Veliparib (ABT-888);5e-08;3e-06;19;1;13;17.104360881049
"ind";Dinaciclib;Veliparib (ABT-888);5e-08;1e-06;20;1;2;19.6512587883079
"ind";Dinaciclib;Veliparib (ABT-888);5e-08;3e-07;20;1;13;18.4069548457988
"ind";Dinaciclib;Veliparib (ABT-888);5e-08;1e-07;21;1;2;17.3704266277283
"ind";Dinaciclib;Veliparib (ABT-888);5e-08;1e-08;21;1;13;20.199137989288
"ind";Dinaciclib;DMSO;5e-08;0;21;1;1;17.5480584192945
"ind";Dinaciclib;Erlotinib HCl (OSI-744);0;1e-05;1;1;3;55.6425270369924
"ind";Dinaciclib;Erlotinib HCl (OSI-744);0;3e-06;1;1;14;91.2283505745269
"ind";Dinaciclib;Erlotinib HCl (OSI-744);0;1e-06;2;1;3;99.2415833497372
"ind";Dinaciclib;Erlotinib HCl (OSI-744);0;3e-07;2;1;14;105.881710036519
"ind";Dinaciclib;Erlotinib HCl (OSI-744);0;1e-07;3;1;3;24.6989866820226
"ind";Dinaciclib;Erlotinib HCl (OSI-744);0;1e-08;3;1;14;33.0076652554449
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1e-09;1e-05;13;1;3;16.13763966542
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1e-09;3e-06;13;1;14;17.7732858943435
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1e-09;1e-06;14;1;3;18.4678303125744
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1e-09;3e-07;14;1;14;18.9609450974977
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1e-09;1e-07;15;1;3;18.2939004075013
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1e-09;1e-08;15;1;14;20.9940446635543
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1.5e-08;1e-05;16;1;3;17.5730314630972
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1.5e-08;3e-06;16;1;14;18.2142217077449
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1.5e-08;1e-06;17;1;3;21.6629696768488
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1.5e-08;3e-07;17;1;14;21.8124553790467
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1.5e-08;1e-07;18;1;3;18.7291952510085
"ind";Dinaciclib;Erlotinib HCl (OSI-744);1.5e-08;1e-08;18;1;14;20.0092253361812
"ind";Dinaciclib;Erlotinib HCl (OSI-744);5e-08;1e-05;19;1;3;17.4571565398526
"ind";Dinaciclib;Erlotinib HCl (OSI-744);5e-08;3e-06;19;1;14;15.7561690763206
"ind";Dinaciclib;Erlotinib HCl (OSI-744);5e-08;1e-06;20;1;3;19.4472437104655
"ind";Dinaciclib;Erlotinib HCl (OSI-744);5e-08;3e-07;20;1;14;17.1939112781204
"ind";Dinaciclib;Erlotinib HCl (OSI-744);5e-08;1e-07;21;1;3;15.7176224487098
"ind";Dinaciclib;Erlotinib HCl (OSI-744);5e-08;1e-08;21;1;14;19.2603865827181
